log_id,routine_name,time_of_day,completion_date,completed,day_of_week,month
918,Property Research,Morning,2026-04-11,1,Saturday,2026-04
919,Property Research,Morning,2026-04-12,1,Sunday,2026-04
920,Property Research,Morning,2026-04-13,1,Monday,2026-04
921,Property Research,Morning,2026-04-14,1,Tuesday,2026-04
922,Property Research,Morning,2026-04-15,1,Wednesday,2026-04
923,Property Research,Morning,2026-04-16,0,Thursday,2026-04
924,Property Research,Morning,2026-04-17,1,Friday,2026-04
925,Property Research,Morning,2026-04-18,1,Saturday,2026-04
926,Property Research,Morning,2026-04-19,0,Sunday,2026-04
927,Property Research,Morning,2026-04-20,0,Monday,2026-04
928,Property Research,Morning,2026-04-21,1,Tuesday,2026-04
929,Property Research,Morning,2026-04-22,1,Wednesday,2026-04
930,Property Research,Morning,2026-04-23,0,Thursday,2026-04
931,Property Research,Morning,2026-04-24,1,Friday,2026-04
932,Property Research,Morning,2026-04-25,1,Saturday,2026-04
933,Property Research,Morning,2026-04-26,1,Sunday,2026-04
934,Property Research,Morning,2026-04-27,0,Monday,2026-04
935,Property Research,Morning,2026-04-28,1,Tuesday,2026-04
936,Property Research,Morning,2026-04-29,0,Wednesday,2026-04
937,Property Research,Morning,2026-04-30,1,Thursday,2026-04
938,Property Research,Morning,2026-05-01,0,Friday,2026-05
939,Property Research,Morning,2026-05-02,1,Saturday,2026-05
940,Property Research,Morning,2026-05-03,1,Sunday,2026-05
941,Property Research,Morning,2026-05-04,0,Monday,2026-05
942,Property Research,Morning,2026-05-05,1,Tuesday,2026-05
943,Property Research,Morning,2026-05-06,1,Wednesday,2026-05
944,Property Research,Morning,2026-05-07,1,Thursday,2026-05
945,Property Research,Morning,2026-05-08,1,Friday,2026-05
946,Language Study,Day,2025-11-01,1,Saturday,2025-11
947,Language Study,Day,2025-11-02,0,Sunday,2025-11
948,Language Study,Day,2025-11-03,1,Monday,2025-11
949,Language Study,Day,2025-11-04,1,Tuesday,2025-11
950,Language Study,Day,2025-11-05,1,Wednesday,2025-11
951,Language Study,Day,2025-11-06,1,Thursday,2025-11
952,Language Study,Day,2025-11-07,1,Friday,2025-11
953,Language Study,Day,2025-11-08,1,Saturday,2025-11
954,Language Study,Day,2025-11-09,1,Sunday,2025-11
955,Language Study,Day,2025-11-10,0,Monday,2025-11
956,Language Study,Day,2025-11-11,1,Tuesday,2025-11
957,Language Study,Day,2025-11-12,0,Wednesday,2025-11
958,Language Study,Day,2025-11-13,0,Thursday,2025-11
959,Language Study,Day,2025-11-14,0,Friday,2025-11
960,Language Study,Day,2025-11-15,1,Saturday,2025-11
961,Language Study,Day,2025-11-16,0,Sunday,2025-11
962,Language Study,Day,2025-11-17,0,Monday,2025-11
963,Language Study,Day,2025-11-18,1,Tuesday,2025-11
964,Language Study,Day,2025-11-19,1,Wednesday,2025-11
965,Language Study,Day,2025-11-20,1,Thursday,2025-11
966,Language Study,Day,2025-11-21,1,Friday,2025-11
967,Language Study,Day,2025-11-22,1,Saturday,2025-11
968,Language Study,Day,2025-11-23,1,Sunday,2025-11
969,Language Study,Day,2025-11-24,1,Monday,2025-11
970,Language Study,Day,2025-11-25,1,Tuesday,2025-11
971,Language Study,Day,2025-11-26,1,Wednesday,2025-11
972,Language Study,Day,2025-11-27,1,Thursday,2025-11
973,Language Study,Day,2025-11-28,0,Friday,2025-11
974,Language Study,Day,2025-11-29,1,Saturday,2025-11
975,Language Study,Day,2025-11-30,1,Sunday,2025-11
976,Language Study,Day,2025-12-01,1,Monday,2025-12
977,Language Study,Day,2025-12-02,1,Tuesday,2025-12
978,Language Study,Day,2025-12-03,1,Wednesday,2025-12
979,Language Study,Day,2025-12-04,0,Thursday,2025-12
980,Language Study,Day,2025-12-05,1,Friday,2025-12
981,Language Study,Day,2025-12-06,0,Saturday,2025-12
982,Language Study,Day,2025-12-07,1,Sunday,2025-12
983,Language Study,Day,2025-12-08,1,Monday,2025-12
984,Language Study,Day,2025-12-09,1,Tuesday,2025-12
985,Language Study,Day,2025-12-10,0,Wednesday,2025-12
986,Language Study,Day,2025-12-11,1,Thursday,2025-12
987,Language Study,Day,2025-12-12,1,Friday,2025-12
988,Language Study,Day,2025-12-13,0,Saturday,2025-12
989,Language Study,Day,2025-12-14,1,Sunday,2025-12
990,Language Study,Day,2025-12-15,1,Monday,2025-12
991,Language Study,Day,2025-12-16,0,Tuesday,2025-12
992,Language Study,Day,2025-12-17,1,Wednesday,2025-12
993,Language Study,Day,2025-12-18,1,Thursday,2025-12
994,Language Study,Day,2025-12-19,1,Friday,2025-12
995,Language Study,Day,2025-12-20,0,Saturday,2025-12
996,Language Study,Day,2025-12-21,1,Sunday,2025-12
997,Language Study,Day,2025-12-22,1,Monday,2025-12
998,Language Study,Day,2025-12-23,1,Tuesday,2025-12
999,Language Study,Day,2025-12-24,1,Wednesday,2025-12
1000,Language Study,Day,2025-12-25,0,Thursday,2025-12
1001,Language Study,Day,2025-12-26,0,Friday,2025-12
1002,Language Study,Day,2025-12-27,0,Saturday,2025-12
1003,Language Study,Day,2025-12-28,1,Sunday,2025-12
1004,Language Study,Day,2025-12-29,0,Monday,2025-12
1005,Language Study,Day,2025-12-30,1,Tuesday,2025-12
1006,Language Study,Day,2025-12-31,1,Wednesday,2025-12
1007,Language Study,Day,2026-01-01,0,Thursday,2026-01
1008,Language Study,Day,2026-01-02,1,Friday,2026-01
1009,Language Study,Day,2026-01-03,0,Saturday,2026-01
1010,Language Study,Day,2026-01-04,0,Sunday,2026-01
1011,Language Study,Day,2026-01-05,1,Monday,2026-01
1012,Language Study,Day,2026-01-06,1,Tuesday,2026-01
1013,Language Study,Day,2026-01-07,1,Wednesday,2026-01
1014,Language Study,Day,2026-01-08,1,Thursday,2026-01
1015,Language Study,Day,2026-01-09,1,Friday,2026-01
1016,Language Study,Day,2026-01-10,0,Saturday,2026-01
1017,Language Study,Day,2026-01-11,0,Sunday,2026-01
1018,Language Study,Day,2026-01-12,1,Monday,2026-01
1019,Language Study,Day,2026-01-13,0,Tuesday,2026-01
1020,Language Study,Day,2026-01-14,0,Wednesday,2026-01
1021,Language Study,Day,2026-01-15,1,Thursday,2026-01
1022,Language Study,Day,2026-01-16,1,Friday,2026-01
1023,Language Study,Day,2026-01-17,1,Saturday,2026-01
1024,Language Study,Day,2026-01-18,1,Sunday,2026-01
1025,Language Study,Day,2026-01-19,1,Monday,2026-01
1026,Language Study,Day,2026-01-20,1,Tuesday,2026-01
1027,Language Study,Day,2026-01-21,1,Wednesday,2026-01
1028,Language Study,Day,2026-01-22,1,Thursday,2026-01
1029,Language Study,Day,2026-01-23,0,Friday,2026-01
1030,Language Study,Day,2026-01-24,1,Saturday,2026-01
1031,Language Study,Day,2026-01-25,0,Sunday,2026-01
1032,Language Study,Day,2026-01-26,1,Monday,2026-01
1033,Language Study,Day,2026-01-27,1,Tuesday,2026-01
1034,Language Study,Day,2026-01-28,0,Wednesday,2026-01
1035,Language Study,Day,2026-01-29,1,Thursday,2026-01
1036,Language Study,Day,2026-01-30,1,Friday,2026-01
1037,Language Study,Day,2026-01-31,0,Saturday,2026-01
1038,Language Study,Day,2026-02-01,1,Sunday,2026-02
1039,Language Study,Day,2026-02-02,1,Monday,2026-02
1040,Language Study,Day,2026-02-03,1,Tuesday,2026-02
1041,Language Study,Day,2026-02-04,0,Wednesday,2026-02
1042,Language Study,Day,2026-02-05,1,Thursday,2026-02
1043,Language Study,Day,2026-02-06,1,Friday,2026-02
1044,Language Study,Day,2026-02-07,1,Saturday,2026-02
1045,Language Study,Day,2026-02-08,0,Sunday,2026-02
1046,Language Study,Day,2026-02-09,0,Monday,2026-02
1047,Language Study,Day,2026-02-10,1,Tuesday,2026-02
1048,Language Study,Day,2026-02-11,1,Wednesday,2026-02
1049,Language Study,Day,2026-02-12,1,Thursday,2026-02
1050,Language Study,Day,2026-02-13,0,Friday,2026-02
1051,Language Study,Day,2026-02-14,1,Saturday,2026-02
1052,Language Study,Day,2026-02-15,0,Sunday,2026-02
1053,Language Study,Day,2026-02-16,0,Monday,2026-02
1054,Language Study,Day,2026-02-17,1,Tuesday,2026-02
1055,Language Study,Day,2026-02-18,1,Wednesday,2026-02
1056,Language Study,Day,2026-02-19,1,Thursday,2026-02
1057,Language Study,Day,2026-02-20,0,Friday,2026-02
1058,Language Study,Day,2026-02-21,1,Saturday,2026-02
1059,Language Study,Day,2026-02-22,1,Sunday,2026-02
1060,Language Study,Day,2026-02-23,0,Monday,2026-02
1061,Language Study,Day,2026-02-24,1,Tuesday,2026-02
1062,Language Study,Day,2026-02-25,1,Wednesday,2026-02
1063,Language Study,Day,2026-02-26,1,Thursday,2026-02
1064,Language Study,Day,2026-02-27,1,Friday,2026-02
1065,Language Study,Day,2026-02-28,0,Saturday,2026-02
1066,Language Study,Day,2026-03-01,1,Sunday,2026-03
1067,Language Study,Day,2026-03-02,1,Monday,2026-03
1068,Language Study,Day,2026-03-03,0,Tuesday,2026-03
1069,Language Study,Day,2026-03-04,1,Wednesday,2026-03
1070,Language Study,Day,2026-03-05,0,Thursday,2026-03
1071,Language Study,Day,2026-03-06,0,Friday,2026-03
1072,Language Study,Day,2026-03-07,1,Saturday,2026-03
1073,Language Study,Day,2026-03-08,1,Sunday,2026-03
1074,Language Study,Day,2026-03-09,0,Monday,2026-03
1075,Language Study,Day,2026-03-10,1,Tuesday,2026-03
1076,Language Study,Day,2026-03-11,1,Wednesday,2026-03
1077,Language Study,Day,2026-03-12,0,Thursday,2026-03
1078,Language Study,Day,2026-03-13,1,Friday,2026-03
1079,Language Study,Day,2026-03-14,0,Saturday,2026-03
1080,Language Study,Day,2026-03-15,1,Sunday,2026-03
1081,Language Study,Day,2026-03-16,1,Monday,2026-03
1082,Language Study,Day,2026-03-17,1,Tuesday,2026-03
1083,Language Study,Day,2026-03-18,0,Wednesday,2026-03
1084,Language Study,Day,2026-03-19,1,Thursday,2026-03
1085,Language Study,Day,2026-03-20,0,Friday,2026-03
1086,Language Study,Day,2026-03-21,1,Saturday,2026-03
1087,Language Study,Day,2026-03-22,1,Sunday,2026-03
1088,Language Study,Day,2026-03-23,1,Monday,2026-03
1089,Language Study,Day,2026-03-24,1,Tuesday,2026-03
1090,Language Study,Day,2026-03-25,1,Wednesday,2026-03
1091,Language Study,Day,2026-03-26,1,Thursday,2026-03
1092,Language Study,Day,2026-03-27,1,Friday,2026-03
1093,Language Study,Day,2026-03-28,0,Saturday,2026-03
1094,Language Study,Day,2026-03-29,1,Sunday,2026-03
1095,Language Study,Day,2026-03-30,0,Monday,2026-03
1096,Language Study,Day,2026-03-31,1,Tuesday,2026-03
1097,Language Study,Day,2026-04-01,1,Wednesday,2026-04
1098,Language Study,Day,2026-04-02,1,Thursday,2026-04
1099,Language Study,Day,2026-04-03,1,Friday,2026-04
1100,Language Study,Day,2026-04-04,1,Saturday,2026-04
1101,Language Study,Day,2026-04-05,1,Sunday,2026-04
1102,Language Study,Day,2026-04-06,1,Monday,2026-04
1103,Language Study,Day,2026-04-07,1,Tuesday,2026-04
1104,Language Study,Day,2026-04-08,1,Wednesday,2026-04
1105,Language Study,Day,2026-04-09,0,Thursday,2026-04
1106,Language Study,Day,2026-04-10,1,Friday,2026-04
1107,Language Study,Day,2026-04-11,0,Saturday,2026-04
1108,Language Study,Day,2026-04-12,1,Sunday,2026-04
1109,Language Study,Day,2026-04-13,1,Monday,2026-04
1110,Language Study,Day,2026-04-14,1,Tuesday,2026-04
1111,Language Study,Day,2026-04-15,1,Wednesday,2026-04
1112,Language Study,Day,2026-04-16,1,Thursday,2026-04
1113,Language Study,Day,2026-04-17,1,Friday,2026-04
1114,Language Study,Day,2026-04-18,1,Saturday,2026-04
1115,Language Study,Day,2026-04-19,0,Sunday,2026-04
1116,Language Study,Day,2026-04-20,1,Monday,2026-04
1117,Language Study,Day,2026-04-21,0,Tuesday,2026-04
1118,Language Study,Day,2026-04-22,0,Wednesday,2026-04
1119,Language Study,Day,2026-04-23,1,Thursday,2026-04
1120,Language Study,Day,2026-04-24,0,Friday,2026-04
1121,Language Study,Day,2026-04-25,0,Saturday,2026-04
1122,Language Study,Day,2026-04-26,1,Sunday,2026-04
1123,Language Study,Day,2026-04-27,1,Monday,2026-04
1124,Language Study,Day,2026-04-28,0,Tuesday,2026-04
1125,Language Study,Day,2026-04-29,1,Wednesday,2026-04
1126,Language Study,Day,2026-04-30,0,Thursday,2026-04
1127,Language Study,Day,2026-05-01,1,Friday,2026-05
1128,Language Study,Day,2026-05-02,1,Saturday,2026-05
1129,Language Study,Day,2026-05-03,1,Sunday,2026-05
1130,Language Study,Day,2026-05-04,1,Monday,2026-05
1131,Language Study,Day,2026-05-05,0,Tuesday,2026-05
1132,Language Study,Day,2026-05-06,0,Wednesday,2026-05
1133,Language Study,Day,2026-05-07,1,Thursday,2026-05
1134,Language Study,Day,2026-05-08,1,Friday,2026-05
1135,Code Practice,Day,2025-11-01,0,Saturday,2025-11
1136,Code Practice,Day,2025-11-02,1,Sunday,2025-11
1137,Code Practice,Day,2025-11-03,1,Monday,2025-11
1138,Code Practice,Day,2025-11-04,1,Tuesday,2025-11
1139,Code Practice,Day,2025-11-05,1,Wednesday,2025-11
1140,Code Practice,Day,2025-11-06,0,Thursday,2025-11
1141,Code Practice,Day,2025-11-07,1,Friday,2025-11
1142,Code Practice,Day,2025-11-08,1,Saturday,2025-11
1143,Code Practice,Day,2025-11-09,0,Sunday,2025-11
1144,Code Practice,Day,2025-11-10,1,Monday,2025-11
1145,Code Practice,Day,2025-11-11,1,Tuesday,2025-11
1146,Code Practice,Day,2025-11-12,1,Wednesday,2025-11
1147,Code Practice,Day,2025-11-13,0,Thursday,2025-11
1148,Code Practice,Day,2025-11-14,1,Friday,2025-11
1149,Code Practice,Day,2025-11-15,1,Saturday,2025-11
1150,Code Practice,Day,2025-11-16,1,Sunday,2025-11
1151,Code Practice,Day,2025-11-17,1,Monday,2025-11
1152,Code Practice,Day,2025-11-18,1,Tuesday,2025-11
1153,Code Practice,Day,2025-11-19,1,Wednesday,2025-11
1154,Code Practice,Day,2025-11-20,1,Thursday,2025-11
1155,Code Practice,Day,2025-11-21,1,Friday,2025-11
1156,Code Practice,Day,2025-11-22,1,Saturday,2025-11
1157,Code Practice,Day,2025-11-23,1,Sunday,2025-11
1158,Code Practice,Day,2025-11-24,0,Monday,2025-11
1159,Code Practice,Day,2025-11-25,0,Tuesday,2025-11
1160,Code Practice,Day,2025-11-26,1,Wednesday,2025-11
1161,Code Practice,Day,2025-11-27,0,Thursday,2025-11
1162,Code Practice,Day,2025-11-28,1,Friday,2025-11
1163,Code Practice,Day,2025-11-29,0,Saturday,2025-11
1164,Code Practice,Day,2025-11-30,1,Sunday,2025-11
1165,Code Practice,Day,2025-12-01,1,Monday,2025-12
1166,Code Practice,Day,2025-12-02,1,Tuesday,2025-12
1167,Code Practice,Day,2025-12-03,1,Wednesday,2025-12
1168,Code Practice,Day,2025-12-04,0,Thursday,2025-12
1169,Code Practice,Day,2025-12-05,1,Friday,2025-12
1170,Code Practice,Day,2025-12-06,1,Saturday,2025-12
1171,Code Practice,Day,2025-12-07,1,Sunday,2025-12
1172,Code Practice,Day,2025-12-08,0,Monday,2025-12
1173,Code Practice,Day,2025-12-09,1,Tuesday,2025-12
1174,Code Practice,Day,2025-12-10,1,Wednesday,2025-12
1175,Code Practice,Day,2025-12-11,0,Thursday,2025-12
1176,Code Practice,Day,2025-12-12,1,Friday,2025-12
1177,Code Practice,Day,2025-12-13,1,Saturday,2025-12
1178,Code Practice,Day,2025-12-14,0,Sunday,2025-12
1179,Code Practice,Day,2025-12-15,1,Monday,2025-12
1180,Code Practice,Day,2025-12-16,1,Tuesday,2025-12
1181,Code Practice,Day,2025-12-17,1,Wednesday,2025-12
1182,Code Practice,Day,2025-12-18,0,Thursday,2025-12
1183,Code Practice,Day,2025-12-19,1,Friday,2025-12
1184,Code Practice,Day,2025-12-20,0,Saturday,2025-12
1185,Code Practice,Day,2025-12-21,0,Sunday,2025-12
1186,Code Practice,Day,2025-12-22,1,Monday,2025-12
1187,Code Practice,Day,2025-12-23,0,Tuesday,2025-12
1188,Code Practice,Day,2025-12-24,1,Wednesday,2025-12
1189,Code Practice,Day,2025-12-25,1,Thursday,2025-12
1190,Code Practice,Day,2025-12-26,0,Friday,2025-12
1191,Code Practice,Day,2025-12-27,0,Saturday,2025-12
1192,Code Practice,Day,2025-12-28,1,Sunday,2025-12
1193,Code Practice,Day,2025-12-29,1,Monday,2025-12
1194,Code Practice,Day,2025-12-30,1,Tuesday,2025-12
1195,Code Practice,Day,2025-12-31,1,Wednesday,2025-12
1196,Code Practice,Day,2026-01-01,1,Thursday,2026-01
1197,Code Practice,Day,2026-01-02,1,Friday,2026-01
1198,Code Practice,Day,2026-01-03,0,Saturday,2026-01
1199,Code Practice,Day,2026-01-04,1,Sunday,2026-01
1200,Code Practice,Day,2026-01-05,1,Monday,2026-01
1201,Code Practice,Day,2026-01-06,0,Tuesday,2026-01
1202,Code Practice,Day,2026-01-07,0,Wednesday,2026-01
1203,Code Practice,Day,2026-01-08,1,Thursday,2026-01
1204,Code Practice,Day,2026-01-09,1,Friday,2026-01
1205,Code Practice,Day,2026-01-10,0,Saturday,2026-01
1206,Code Practice,Day,2026-01-11,1,Sunday,2026-01
1207,Code Practice,Day,2026-01-12,1,Monday,2026-01
1208,Code Practice,Day,2026-01-13,0,Tuesday,2026-01
1209,Code Practice,Day,2026-01-14,1,Wednesday,2026-01
1210,Code Practice,Day,2026-01-15,1,Thursday,2026-01
1211,Code Practice,Day,2026-01-16,1,Friday,2026-01
1212,Code Practice,Day,2026-01-17,1,Saturday,2026-01
1213,Code Practice,Day,2026-01-18,1,Sunday,2026-01
1214,Code Practice,Day,2026-01-19,0,Monday,2026-01
1215,Code Practice,Day,2026-01-20,1,Tuesday,2026-01
1216,Code Practice,Day,2026-01-21,1,Wednesday,2026-01
1217,Code Practice,Day,2026-01-22,1,Thursday,2026-01
1218,Code Practice,Day,2026-01-23,0,Friday,2026-01
1219,Code Practice,Day,2026-01-24,1,Saturday,2026-01
1220,Code Practice,Day,2026-01-25,1,Sunday,2026-01
1221,Code Practice,Day,2026-01-26,0,Monday,2026-01
1222,Code Practice,Day,2026-01-27,1,Tuesday,2026-01
1223,Code Practice,Day,2026-01-28,1,Wednesday,2026-01
1224,Code Practice,Day,2026-01-29,1,Thursday,2026-01
1225,Code Practice,Day,2026-01-30,1,Friday,2026-01
1226,Code Practice,Day,2026-01-31,1,Saturday,2026-01
1227,Code Practice,Day,2026-02-01,0,Sunday,2026-02
1228,Code Practice,Day,2026-02-02,1,Monday,2026-02
1229,Code Practice,Day,2026-02-03,1,Tuesday,2026-02
1230,Code Practice,Day,2026-02-04,1,Wednesday,2026-02
1231,Code Practice,Day,2026-02-05,1,Thursday,2026-02
1232,Code Practice,Day,2026-02-06,1,Friday,2026-02
1233,Code Practice,Day,2026-02-07,0,Saturday,2026-02
1234,Code Practice,Day,2026-02-08,1,Sunday,2026-02
1235,Code Practice,Day,2026-02-09,1,Monday,2026-02
1236,Code Practice,Day,2026-02-10,1,Tuesday,2026-02
1237,Code Practice,Day,2026-02-11,1,Wednesday,2026-02
1238,Code Practice,Day,2026-02-12,1,Thursday,2026-02
1239,Code Practice,Day,2026-02-13,1,Friday,2026-02
1240,Code Practice,Day,2026-02-14,1,Saturday,2026-02
1241,Code Practice,Day,2026-02-15,1,Sunday,2026-02
1242,Code Practice,Day,2026-02-16,0,Monday,2026-02
1243,Code Practice,Day,2026-02-17,1,Tuesday,2026-02
1244,Code Practice,Day,2026-02-18,1,Wednesday,2026-02
1245,Code Practice,Day,2026-02-19,1,Thursday,2026-02
1246,Code Practice,Day,2026-02-20,1,Friday,2026-02
1247,Code Practice,Day,2026-02-21,1,Saturday,2026-02
1248,Code Practice,Day,2026-02-22,1,Sunday,2026-02
1249,Code Practice,Day,2026-02-23,1,Monday,2026-02
1250,Code Practice,Day,2026-02-24,0,Tuesday,2026-02
1251,Code Practice,Day,2026-02-25,0,Wednesday,2026-02
1252,Code Practice,Day,2026-02-26,1,Thursday,2026-02
1253,Code Practice,Day,2026-02-27,1,Friday,2026-02
1254,Code Practice,Day,2026-02-28,0,Saturday,2026-02
1255,Code Practice,Day,2026-03-01,1,Sunday,2026-03
1256,Code Practice,Day,2026-03-02,1,Monday,2026-03
1257,Code Practice,Day,2026-03-03,1,Tuesday,2026-03
1258,Code Practice,Day,2026-03-04,1,Wednesday,2026-03
1259,Code Practice,Day,2026-03-05,1,Thursday,2026-03
1260,Code Practice,Day,2026-03-06,1,Friday,2026-03
1261,Code Practice,Day,2026-03-07,1,Saturday,2026-03
1262,Code Practice,Day,2026-03-08,1,Sunday,2026-03
1263,Code Practice,Day,2026-03-09,0,Monday,2026-03
1264,Code Practice,Day,2026-03-10,1,Tuesday,2026-03
1265,Code Practice,Day,2026-03-11,1,Wednesday,2026-03
1266,Code Practice,Day,2026-03-12,1,Thursday,2026-03
1267,Code Practice,Day,2026-03-13,0,Friday,2026-03
1268,Code Practice,Day,2026-03-14,0,Saturday,2026-03
1269,Code Practice,Day,2026-03-15,0,Sunday,2026-03
1270,Code Practice,Day,2026-03-16,1,Monday,2026-03
1271,Code Practice,Day,2026-03-17,0,Tuesday,2026-03
1272,Code Practice,Day,2026-03-18,1,Wednesday,2026-03
1273,Code Practice,Day,2026-03-19,1,Thursday,2026-03
1274,Code Practice,Day,2026-03-20,1,Friday,2026-03
1275,Code Practice,Day,2026-03-21,1,Saturday,2026-03
1276,Code Practice,Day,2026-03-22,0,Sunday,2026-03
1277,Code Practice,Day,2026-03-23,1,Monday,2026-03
1278,Code Practice,Day,2026-03-24,1,Tuesday,2026-03
1279,Code Practice,Day,2026-03-25,0,Wednesday,2026-03
1280,Code Practice,Day,2026-03-26,0,Thursday,2026-03
1281,Code Practice,Day,2026-03-27,0,Friday,2026-03
1282,Code Practice,Day,2026-03-28,0,Saturday,2026-03
1283,Code Practice,Day,2026-03-29,1,Sunday,2026-03
1284,Code Practice,Day,2026-03-30,1,Monday,2026-03
1285,Code Practice,Day,2026-03-31,1,Tuesday,2026-03
1286,Code Practice,Day,2026-04-01,0,Wednesday,2026-04
1287,Code Practice,Day,2026-04-02,1,Thursday,2026-04
1288,Code Practice,Day,2026-04-03,0,Friday,2026-04
1289,Code Practice,Day,2026-04-04,1,Saturday,2026-04
1290,Code Practice,Day,2026-04-05,0,Sunday,2026-04
1291,Code Practice,Day,2026-04-06,1,Monday,2026-04
1292,Code Practice,Day,2026-04-07,1,Tuesday,2026-04
1293,Code Practice,Day,2026-04-08,0,Wednesday,2026-04
1294,Code Practice,Day,2026-04-09,1,Thursday,2026-04
1295,Code Practice,Day,2026-04-10,0,Friday,2026-04
1296,Code Practice,Day,2026-04-11,1,Saturday,2026-04
1297,Code Practice,Day,2026-04-12,0,Sunday,2026-04
1298,Code Practice,Day,2026-04-13,1,Monday,2026-04
1299,Code Practice,Day,2026-04-14,1,Tuesday,2026-04
1300,Code Practice,Day,2026-04-15,1,Wednesday,2026-04
1301,Code Practice,Day,2026-04-16,1,Thursday,2026-04
1302,Code Practice,Day,2026-04-17,1,Friday,2026-04
1303,Code Practice,Day,2026-04-18,1,Saturday,2026-04
1304,Code Practice,Day,2026-04-19,1,Sunday,2026-04
1305,Code Practice,Day,2026-04-20,1,Monday,2026-04
1306,Code Practice,Day,2026-04-21,0,Tuesday,2026-04
1307,Code Practice,Day,2026-04-22,1,Wednesday,2026-04
1308,Code Practice,Day,2026-04-23,1,Thursday,2026-04
1309,Code Practice,Day,2026-04-24,1,Friday,2026-04
1310,Code Practice,Day,2026-04-25,1,Saturday,2026-04
1311,Code Practice,Day,2026-04-26,1,Sunday,2026-04
1312,Code Practice,Day,2026-04-27,0,Monday,2026-04
1313,Code Practice,Day,2026-04-28,0,Tuesday,2026-04
1314,Code Practice,Day,2026-04-29,1,Wednesday,2026-04
1315,Code Practice,Day,2026-04-30,1,Thursday,2026-04
1316,Code Practice,Day,2026-05-01,0,Friday,2026-05
1317,Code Practice,Day,2026-05-02,1,Saturday,2026-05
1318,Code Practice,Day,2026-05-03,1,Sunday,2026-05
1319,Code Practice,Day,2026-05-04,1,Monday,2026-05
1320,Code Practice,Day,2026-05-05,1,Tuesday,2026-05
1321,Code Practice,Day,2026-05-06,0,Wednesday,2026-05
1322,Code Practice,Day,2026-05-07,1,Thursday,2026-05
1323,Code Practice,Day,2026-05-08,1,Friday,2026-05
1324,Review Inbox,Day,2025-11-01,1,Saturday,2025-11
1325,Review Inbox,Day,2025-11-02,0,Sunday,2025-11
1326,Review Inbox,Day,2025-11-03,0,Monday,2025-11
1327,Review Inbox,Day,2025-11-04,1,Tuesday,2025-11
1328,Review Inbox,Day,2025-11-05,1,Wednesday,2025-11
1329,Review Inbox,Day,2025-11-06,1,Thursday,2025-11
1330,Review Inbox,Day,2025-11-07,0,Friday,2025-11
1331,Review Inbox,Day,2025-11-08,0,Saturday,2025-11
1332,Review Inbox,Day,2025-11-09,1,Sunday,2025-11
1333,Review Inbox,Day,2025-11-10,0,Monday,2025-11
1334,Review Inbox,Day,2025-11-11,1,Tuesday,2025-11
1335,Review Inbox,Day,2025-11-12,1,Wednesday,2025-11
1336,Review Inbox,Day,2025-11-13,1,Thursday,2025-11
1337,Review Inbox,Day,2025-11-14,1,Friday,2025-11
1338,Review Inbox,Day,2025-11-15,1,Saturday,2025-11
1339,Review Inbox,Day,2025-11-16,1,Sunday,2025-11
1340,Review Inbox,Day,2025-11-17,1,Monday,2025-11
1341,Review Inbox,Day,2025-11-18,1,Tuesday,2025-11
1342,Review Inbox,Day,2025-11-19,1,Wednesday,2025-11
1343,Review Inbox,Day,2025-11-20,1,Thursday,2025-11
1344,Review Inbox,Day,2025-11-21,1,Friday,2025-11
1345,Review Inbox,Day,2025-11-22,1,Saturday,2025-11
1346,Review Inbox,Day,2025-11-23,1,Sunday,2025-11
1347,Review Inbox,Day,2025-11-24,0,Monday,2025-11
1348,Review Inbox,Day,2025-11-25,0,Tuesday,2025-11
1349,Review Inbox,Day,2025-11-26,0,Wednesday,2025-11
1350,Review Inbox,Day,2025-11-27,1,Thursday,2025-11
1351,Review Inbox,Day,2025-11-28,1,Friday,2025-11
1352,Review Inbox,Day,2025-11-29,0,Saturday,2025-11
1353,Review Inbox,Day,2025-11-30,1,Sunday,2025-11
1354,Review Inbox,Day,2025-12-01,1,Monday,2025-12
1355,Review Inbox,Day,2025-12-02,1,Tuesday,2025-12
1356,Review Inbox,Day,2025-12-03,0,Wednesday,2025-12
1357,Review Inbox,Day,2025-12-04,1,Thursday,2025-12
1358,Review Inbox,Day,2025-12-05,0,Friday,2025-12
1359,Review Inbox,Day,2025-12-06,0,Saturday,2025-12
1360,Review Inbox,Day,2025-12-07,1,Sunday,2025-12
1361,Review Inbox,Day,2025-12-08,0,Monday,2025-12
1362,Review Inbox,Day,2025-12-09,1,Tuesday,2025-12
1363,Review Inbox,Day,2025-12-10,0,Wednesday,2025-12
1364,Review Inbox,Day,2025-12-11,1,Thursday,2025-12
1365,Review Inbox,Day,2025-12-12,0,Friday,2025-12
1366,Review Inbox,Day,2025-12-13,1,Saturday,2025-12
1367,Review Inbox,Day,2025-12-14,0,Sunday,2025-12
1368,Review Inbox,Day,2025-12-15,1,Monday,2025-12
1369,Review Inbox,Day,2025-12-16,1,Tuesday,2025-12
1370,Review Inbox,Day,2025-12-17,0,Wednesday,2025-12
1371,Review Inbox,Day,2025-12-18,0,Thursday,2025-12
1372,Review Inbox,Day,2025-12-19,1,Friday,2025-12
1373,Review Inbox,Day,2025-12-20,1,Saturday,2025-12
1374,Review Inbox,Day,2025-12-21,1,Sunday,2025-12
